date,location,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths
2021/3/30,World,568586.0,12093.0,128217956.0,2894428.0,4008298.0,72922.0,7516472.0,139481.0
2021/3/31,World,683331.0,12845.0,128901287.0,2907273.0,4057823.0,75341.0,7660348.0,142020.0
2021/4/1,World,711876.0,12411.0,129613163.0,2919684.0,4118206.0,76075.0,7818604.0,143407.0
2021/4/2,World,633769.0,10682.0,130246932.0,2930366.0,4110509.0,73864.0,7890630.0,143016.0
2021/4/3,World,529645.0,9144.0,130776577.0,2939510.0,4055498.0,72871.0,7921404.0,143457.0
2021/4/4,World,552946.0,7383.0,131329523.0,2946893.0,4138453.0,73014.0,8050964.0,144930.0
2021/4/5,World,489276.0,7713.0,131818799.0,2954606.0,4169429.0,72271.0,8123580.0,144604.0
2021/4/6,World,604358.0,12619.0,132423157.0,2967225.0,4205201.0,72797.0,8213499.0,145719.0
2021/4/7,World,684701.0,15338.0,133107858.0,2982563.0,4206571.0,75290.0,8264394.0,150631.0
2021/4/8,World,839977.0,14836.0,133947835.0,2997399.0,4334672.0,77715.0,8452878.0,153790.0
2021/4/9,World,748241.0,13893.0,134696076.0,3011292.0,4449144.0,80926.0,8559653.0,154790.0
2021/4/10,World,664537.0,12860.0,135360613.0,3024152.0,4584036.0,84642.0,8639534.0,157513.0
2021/4/11,World,690830.0,9381.0,136051443.0,3033533.0,4721920.0,86640.0,8860373.0,159654.0
2021/4/12,World,616293.0,9880.0,136667736.0,3043413.0,4848937.0,88807.0,9018366.0,161078.0
2021/4/13,World,779698.0,13830.0,137447434.0,3057243.0,5024277.0,90018.0,9229478.0,162815.0
2021/4/14,World,817011.0,14101.0,138264445.0,3071344.0,5156587.0,88781.0,9363158.0,164071.0
2021/4/15,World,816949.0,13674.0,139081394.0,3085018.0,5133559.0,87619.0,9468231.0,165334.0
2021/4/16,World,854864.0,13259.0,139936258.0,3098277.0,5240182.0,86985.0,9689326.0,167911.0
2021/4/17,World,787956.0,12555.0,140724214.0,3110832.0,5363601.0,86680.0,9947637.0,171322.0
2021/4/18,World,685279.0,9061.0,141409493.0,3119893.0,5358050.0,86360.0,10079970.0,173000.0
2021/4/19,World,693690.0,10886.0,142103183.0,3130779.0,5435447.0,87366.0,10284384.0,176173.0
2021/4/20,World,854189.0,14315.0,142957372.0,3145094.0,5509938.0,87851.0,10534215.0,177869.0
2021/4/21,World,889956.0,14959.0,143847328.0,3160053.0,5582883.0,88709.0,10739470.0,177490.0
2021/4/22,World,899622.0,13895.0,144746950.0,3173948.0,5665556.0,88930.0,10799115.0,176549.0
2021/4/23,World,903634.0,15184.0,145650584.0,3189132.0,5714326.0,90855.0,10954508.0,177840.0
2021/4/24,World,821165.0,13291.0,146471749.0,3202423.0,5747535.0,91591.0,11111136.0,178271.0
2021/4/25,World,722321.0,10428.0,147194070.0,3212851.0,5784577.0,92958.0,11142627.0,179318.0
2021/4/26,World,682741.0,11647.0,147876811.0,3224498.0,5773628.0,93719.0,11209075.0,181085.0
2021/4/27,World,844634.0,14963.0,148721445.0,3239461.0,5764073.0,94367.0,11274011.0,182218.0
2021/4/28,World,905993.0,16051.0,149627438.0,3255512.0,5780110.0,95459.0,11362993.0,184168.0
2021/4/29,World,897727.0,15764.0,150525165.0,3271276.0,5778215.0,97328.0,11443771.0,186258.0
2021/4/30,World,879143.0,14014.0,151404308.0,3285290.0,5753724.0,96158.0,11468050.0,187013.0
2021/5/1,World,796586.0,13268.0,152200894.0,3298558.0,5729145.0,96135.0,11476680.0,187726.0
2021/5/2,World,674155.0,10029.0,152875049.0,3308587.0,5680979.0,95736.0,11465556.0,188694.0
2021/5/3,World,681573.0,11798.0,153556622.0,3320385.0,5679811.0,95887.0,11453439.0,189606.0
2021/5/4,World,807534.0,14063.0,154364156.0,3334448.0,5642711.0,94987.0,11406784.0,189354.0
2021/5/5,World,841172.0,14885.0,155205328.0,3349333.0,5577890.0,93821.0,11358000.0,189280.0
2021/5/6,World,870148.0,14651.0,156075476.0,3363984.0,5550311.0,92708.0,11328526.0,190036.0
2021/5/7,World,832487.0,14399.0,156907963.0,3378383.0,5503655.0,93093.0,11257379.0,189251.0
2021/5/8,World,785584.0,13318.0,157693547.0,3391701.0,5492653.0,93143.0,11221798.0,189278.0
2021/5/9,World,641325.0,10234.0,158334872.0,3401935.0,5459823.0,93348.0,11140802.0,189084.0
2021/5/10,World,621838.0,11135.0,158956710.0,3413070.0,5400088.0,92685.0,11079899.0,188572.0
2021/5/11,World,738658.0,14255.0,159695368.0,3427325.0,5331212.0,92877.0,10973923.0,187864.0
2021/5/12,World,760160.0,13867.0,160455528.0,3441192.0,5250200.0,91859.0,10828090.0,185680.0
2021/5/13,World,725371.0,13704.0,161180899.0,3454896.0,5105423.0,90912.0,10655734.0,183620.0
2021/5/14,World,717974.0,13100.0,161898873.0,3467996.0,4990910.0,89613.0,10494565.0,182706.0
2021/5/15,World,627922.0,12230.0,162526795.0,3480226.0,4833248.0,88525.0,10325901.0,181668.0
2021/5/16,World,548435.0,10072.0,163075230.0,3490298.0,4740358.0,88363.0,10200181.0,181711.0
2021/5/17,World,540054.0,11215.0,163615284.0,3501513.0,4658574.0,88443.0,10058662.0,181128.0
2021/5/18,World,622555.0,14221.0,164237839.0,3515734.0,4542471.0,88409.0,9873683.0,181286.0
2021/5/19,World,671842.0,13597.0,164909681.0,3529331.0,4454153.0,88139.0,9704353.0,179998.0
2021/5/20,World,628629.0,13056.0,165189643.0,3542387.0,4357411.0,87491.0,9462834.0,178403.0
2021/5/21,World,625818.0,13011.0,165815461.0,3555398.0,4265255.0,87402.0,9256165.0,177015.0
2021/5/22,World,578189.0,11673.0,166393650.0,3567071.0,4215522.0,86845.0,9048770.0,175370.0
2021/5/23,World,476410.0,9755.0,166870060.0,3576826.0,4143497.0,86528.0,8883855.0,174891.0
2021/5/24,World,454489.0,9093.0,167324549.0,3585919.0,4057932.0,84406.0,8716506.0,172849.0
2021/5/25,World,532234.0,13210.0,167856783.0,3599129.0,3967611.0,83395.0,8510082.0,171804.0
2021/5/26,World,568742.0,12766.0,168425525.0,3611895.0,3864511.0,82564.0,8318664.0,170703.0
2021/5/27,World,554704.0,13080.0,168980229.0,3624975.0,3790586.0,82588.0,8147997.0,170079.0
2021/5/28,World,500267.0,11986.0,169480496.0,3636961.0,3665035.0,81563.0,7930290.0,168965.0
2021/5/29,World,481221.0,10760.0,169961717.0,3647721.0,3568067.0,80650.0,7783589.0,167495.0
2021/5/30,World,391384.0,8140.0,170353101.0,3655861.0,3483041.0,79035.0,7626538.0,165563.0
2021/5/31,World,378877.0,8734.0,170731978.0,3664595.0,3407429.0,78676.0,7465361.0,163082.0
2021/6/1,World,463797.0,15364.0,171195775.0,3679959.0,3338992.0,80830.0,7306603.0,164225.0
2021/6/2,World,485725.0,11819.0,171681500.0,3691778.0,3255975.0,79883.0,7120486.0,162447.0
2021/6/3,World,489225.0,9949.0,172170725.0,3701727.0,3190496.0,76752.0,6981082.0,159340.0
2021/6/4,World,419755.0,10979.0,172590480.0,3712706.0,3109984.0,75745.0,6775019.0,157308.0
2021/6/5,World,398253.0,9186.0,172988733.0,3721892.0,3027016.0,74171.0,6595083.0,154821.0
2021/6/6,World,322673.0,7089.0,173311406.0,3728981.0,2958305.0,73120.0,6441346.0,152155.0
2021/6/7,World,321275.0,8095.0,173632681.0,3737076.0,2900703.0,72481.0,6308132.0,151157.0
